10/ -10.84766892
11/ -10.84734237
12/ -10.84765801
13/ -10.84759909
14/ -10.84766999
15/ -10.84765132
16/ -10.84766283
17/ -10.84766098
18/ -10.84766838
19/ -10.84766829
20/ -10.84766486
21/ -10.84766679
22/ -10.84766624
4/ -10.84493785
5/ -10.78437482
6/ -10.84757036
7/ -10.83830423
8/ -10.84765888
9/ -10.84601662
