10/ -4.88754837
11/ -4.89515244
12/ -4.88291225
13/ -4.88572388
14/ -4.88841134
15/ -4.88175789
16/ -4.88504312
17/ -4.88292740
18/ -4.88615876
19/ -4.88801573
20/ -4.88566659
21/ -4.88804184
22/ -4.88633545
4/ -4.81821523
5/ -4.78047593
6/ -4.87775489
7/ -4.86733961
8/ -4.88044366
9/ -4.90503317
