200/ -4.84895441
250/ -4.86476466
300/ -4.87587823
350/ -4.88175789
400/ -4.88373212
450/ -4.88408390
500/ -4.88406875
550/ -4.88405757
600/ -4.88409642
650/ -4.88412226
700/ -4.88413445
