200/ -10.80328880
250/ -10.82884476
300/ -10.84326477
350/ -10.84765132
400/ -10.84962396
450/ -10.84990309
500/ -10.84985334
550/ -10.84990458
600/ -10.85002644
650/ -10.85009951
700/ -10.85011120
