0.980/ -10.80320412
0.985/ -10.82296516
0.990/ -10.83680754
0.995/ -10.84501587
1.000/ -10.84786755
1.005/ -10.84561175
1.010/ -10.83849418
1.015/ -10.82677486
1.020/ -10.81067541
