0.980/ -4.85555601
0.985/ -4.86500420
0.990/ -4.87242431
0.995/ -4.87796625
1.000/ -4.88172918
1.005/ -4.88374312
1.010/ -4.88406788
1.015/ -4.88278411
1.020/ -4.87996943
1.025/ -4.87571613
1.030/ -4.87012482
1.035/ -4.86325820
1.040/ -4.85512309
