0.980/ -4.82105980
0.985/ -4.83733619
0.990/ -4.85095171
0.995/ -4.86198271
1.000/ -4.87060277
1.005/ -4.87685948
1.010/ -4.88087339
1.015/ -4.88274789
1.020/ -4.88257748
1.025/ -4.88046225
1.030/ -4.87660735
1.035/ -4.87117052
1.040/ -4.86414630
