200/ -4.87164321
250/ -4.89074670
300/ -4.90020615
350/ -4.90636561
400/ -4.90800631
450/ -4.90852902
500/ -4.90859399
550/ -4.90864289
600/ -4.90871666
650/ -4.90875070
700/ -4.90876217
